graph_name,n_vertices,n_edges,algorithm,repetition,time_seconds,memory_mb,peak_memory_mb,cpu_seconds,mst_weight,mst_edges_count,valid,validation_msg,mem_rss_mb,mem_rss_before_mb
Grafo4,12368,16965,kruskal,7,0.03415859999950044,0.7356719970703125,1.0539436340332031,0.03125,4794641.147949264,12367,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),52.89453125,52.1328125
Grafo4,12368,16965,kruskal,8,0.03372379999200348,0.7356719970703125,1.0539436340332031,0.03125,4794641.147949264,12367,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),52.5078125,52.70703125
Grafo4,12368,16965,kruskal,9,0.033900499998708256,0.7356719970703125,1.0539436340332031,0.03125,4794641.147949264,12367,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),52.88671875,52.125
Grafo4,12368,16965,kruskal,10,0.03364910000527743,0.7356719970703125,1.0539436340332031,0.046875,4794641.147949264,12367,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),52.5,52.69921875
Grafo5,212341,307292,prim,1,0.8822330999973929,14.805084228515625,19.665489196777344,0.875,16391318.639205378,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),189.43359375,180.12109375
Grafo5,212341,307292,prim,2,0.8699420000048121,14.683074951171875,19.543479919433594,0.875,16391318.639205378,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),203.359375,189.19921875
Grafo5,212341,307292,prim,3,0.8716035999968881,14.683074951171875,19.543479919433594,0.859375,16391318.639205378,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),203.60546875,199.5390625
Grafo5,212341,307292,prim,4,0.855062699993141,14.683074951171875,19.543479919433594,0.859375,16391318.639205378,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),203.3359375,198.7421875
Grafo5,212341,307292,prim,5,0.8655596999888076,14.683074951171875,19.543479919433594,0.859375,16391318.639205378,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),203.7265625,201.71484375
Grafo5,212341,307292,prim,6,0.8515986999991583,14.683074951171875,19.543479919433594,0.84375,16391318.639205378,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),203.6328125,201.13671875
Grafo5,212341,307292,prim,7,0.8551447999925585,14.683074951171875,19.543479919433594,0.859375,16391318.639205378,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),204.6796875,202.8359375
Grafo5,212341,307292,prim,8,0.8767213999963133,14.683074951171875,19.543479919433594,0.875,16391318.639205378,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),203.33984375,202.7890625
Grafo5,212341,307292,prim,9,0.8760872999991989,14.683074951171875,19.543479919433594,0.875,16391318.639205378,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),204.54296875,203.3984375
Grafo5,212341,307292,prim,10,0.8613562999962596,14.683074951171875,19.543479919433594,0.859375,16391318.639205378,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),204.45703125,204.625
Grafo5,212341,307292,kruskal,1,0.7595501999894623,14.580589294433594,20.16524887084961,0.765625,16391318.63920576,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),204.55078125,204.49609375
Grafo5,212341,307292,kruskal,2,0.7533244999940507,14.580589294433594,20.16524887084961,0.75,16391318.63920576,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),204.30078125,204.62109375
Grafo5,212341,307292,kruskal,3,0.7618592999933753,14.580589294433594,20.16524887084961,0.765625,16391318.63920576,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),204.5546875,203.57421875
Grafo5,212341,307292,kruskal,4,0.7555283999972744,14.580589294433594,20.16524887084961,0.765625,16391318.63920576,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),203.9296875,203.77734375
Grafo5,212341,307292,kruskal,5,0.7352805999980774,14.580589294433594,20.16524887084961,0.734375,16391318.63920576,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),204.59765625,203.99609375
Grafo5,212341,307292,kruskal,6,0.7676586000015959,14.580612182617188,20.16524887084961,0.765625,16391318.63920576,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),204.140625,203.8203125
Grafo5,212341,307292,kruskal,7,0.753639699993073,14.580612182617188,20.16524887084961,0.75,16391318.63920576,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),204.484375,203.59765625
Grafo5,212341,307292,kruskal,8,0.7342012000008253,14.580612182617188,20.16524887084961,0.734375,16391318.63920576,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),204.203125,204.46875
Grafo5,212341,307292,kruskal,9,0.7458697999973083,14.580612182617188,20.16524887084961,0.75,16391318.63920576,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),204.50390625,204.26171875
Grafo5,212341,307292,kruskal,10,0.7464309000060894,14.580612182617188,20.16524887084961,0.75,16391318.63920576,212340,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),204.47265625,202.69921875
Grafo6,154938,214893,prim,1,0.5863453000056325,10.765228271484375,14.312171936035156,0.59375,12342510.349743692,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),225.30859375,231.23046875
Grafo6,154938,214893,prim,2,0.5815934999991441,10.643218994140625,14.190162658691406,0.59375,12342510.349743692,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),212.4140625,218.48046875
Grafo6,154938,214893,prim,3,0.8111128999880748,10.643218994140625,14.190162658691406,0.796875,12342510.349743692,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),203.97265625,212.9921875
Grafo6,154938,214893,prim,4,0.5875976999959676,10.643218994140625,14.190162658691406,0.59375,12342510.349743692,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.5078125,204.41015625
Grafo6,154938,214893,prim,5,0.5997477999917464,10.643218994140625,14.190162658691406,0.59375,12342510.349743692,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.83984375,202.44921875
Grafo6,154938,214893,prim,6,0.5948893999884604,10.643218994140625,14.190162658691406,0.59375,12342510.349743692,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.6484375,203.33203125
Grafo6,154938,214893,prim,7,0.5942723999905866,10.643218994140625,14.190162658691406,0.59375,12342510.349743692,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.90625,203.00390625
Grafo6,154938,214893,prim,8,0.5879592999990564,10.643218994140625,14.190162658691406,0.578125,12342510.349743692,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.5546875,203.453125
Grafo6,154938,214893,prim,9,0.5953619999927469,10.643218994140625,14.190162658691406,0.59375,12342510.349743692,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),203.1796875,202.25
Grafo6,154938,214893,prim,10,0.589326200002688,10.643218994140625,14.190162658691406,0.578125,12342510.349743692,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.4453125,202.67578125
Grafo6,154938,214893,kruskal,1,0.5559267000062391,10.558250427246094,14.562061309814453,0.5625,12342510.349743593,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.80078125,202.96484375
Grafo6,154938,214893,kruskal,2,0.5516390000120737,10.558250427246094,14.562061309814453,0.546875,12342510.349743593,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.6171875,201.171875
Grafo6,154938,214893,kruskal,3,0.5779489999986254,10.558250427246094,14.562061309814453,0.578125,12342510.349743593,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.49609375,203.14453125
Grafo6,154938,214893,kruskal,4,0.5730956999905175,10.558250427246094,14.562061309814453,0.578125,12342510.349743593,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.5,203.015625
Grafo6,154938,214893,kruskal,5,0.5715829000109807,10.558250427246094,14.562061309814453,0.5625,12342510.349743593,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.53125,203.01953125
Grafo6,154938,214893,kruskal,6,0.5406693999975687,10.558273315429688,14.562061309814453,0.546875,12342510.349743593,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.515625,202.29296875
Grafo6,154938,214893,kruskal,7,0.5748370999936014,10.558273315429688,14.562061309814453,0.5625,12342510.349743593,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.59765625,203.0234375
Grafo6,154938,214893,kruskal,8,0.5930312999989837,10.558273315429688,14.562061309814453,0.59375,12342510.349743593,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.828125,202.3203125
Grafo6,154938,214893,kruskal,9,0.5799119000002975,10.558273315429688,14.562061309814453,0.59375,12342510.349743593,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.515625,202.9921875
Grafo6,154938,214893,kruskal,10,0.5749920999951428,10.558273315429688,14.562061309814453,0.578125,12342510.349743593,154937,True,MST/Floresta válida (aciclicidade e cobertura por componente confirmadas),202.58203125,202.95703125
